Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2023	Spinal Cord Development (GO:0021510)	1/12	2.616093e-01	4.693703e-01	0	0	3.557868e+00	4.770756e+00	LOXL3
GO_Biological_Process_2023	Eye Photoreceptor Cell Differentiation (GO:0001754)	1/12	2.616093e-01	4.693703e-01	0	0	3.557868e+00	4.770756e+00	VEGFA
GO_Biological_Process_2023	Fatty Acid Transmembrane Transport (GO:1902001)	1/12	2.616093e-01	4.693703e-01	0	0	3.557868e+00	4.770756e+00	CD36
GO_Biological_Process_2023	Folic Acid Metabolic Process (GO:0046655)	1/12	2.616093e-01	4.693703e-01	0	0	3.557868e+00	4.770756e+00	MTHFD2
GO_Biological_Process_2023	Gamma-Delta T Cell Activation (GO:0046629)	1/12	2.616093e-01	4.693703e-01	0	0	3.557868e+00	4.770756e+00	MICA
GO_Biological_Process_2023	Vascular Process In Circulatory System (GO:0003018)	1/12	2.616093e-01	4.693703e-01	0	0	3.557868e+00	4.770756e+00	AGTR1
GO_Biological_Process_2023	Icosanoid Secretion (GO:0032309)	1/12	2.616093e-01	4.693703e-01	0	0	3.557868e+00	4.770756e+00	ANXA1
GO_Biological_Process_2023	Lipoprotein Localization (GO:0044872)	1/12	2.616093e-01	4.693703e-01	0	0	3.557868e+00	4.770756e+00	CD36
GO_Biological_Process_2023	Low-Density Lipoprotein Particle Remodeling (GO:0034374)	1/12	2.616093e-01	4.693703e-01	0	0	3.557868e+00	4.770756e+00	AGTR1
GO_Biological_Process_2023	Negative Regulation By Host Of Viral Transcription (GO:0043922)	1/12	2.616093e-01	4.693703e-01	0	0	3.557868e+00	4.770756e+00	HMGA2
GO_Biological_Process_2023	Negative Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage By P53 Class Mediator (GO:1902166)	1/12	2.616093e-01	4.693703e-01	0	0	3.557868e+00	4.770756e+00	CD44
GO_Biological_Process_2023	Negative Regulation Of Mitochondrial Membrane Permeability (GO:0035795)	1/12	2.616093e-01	4.693703e-01	0	0	3.557868e+00	4.770756e+00	ARHGAP11B
GO_Biological_Process_2023	Negative Regulation Of Potassium Ion Transport (GO:0043267)	1/12	2.616093e-01	4.693703e-01	0	0	3.557868e+00	4.770756e+00	CAV1
GO_Biological_Process_2023	Negative Regulation Of Stem Cell Differentiation (GO:2000737)	1/12	2.616093e-01	4.693703e-01	0	0	3.557868e+00	4.770756e+00	JAG1
GO_Biological_Process_2023	Phosphate Ion Homeostasis (GO:0055062)	1/12	2.616093e-01	4.693703e-01	0	0	3.557868e+00	4.770756e+00	ENPP1
GO_Biological_Process_2023	Positive Regulation By Symbiont Of Entry Into Host (GO:0075294)	1/12	2.616093e-01	4.693703e-01	0	0	3.557868e+00	4.770756e+00	P4HB
GO_Biological_Process_2023	Positive Regulation Of ERAD Pathway (GO:1904294)	1/12	2.616093e-01	4.693703e-01	0	0	3.557868e+00	4.770756e+00	CAV1
GO_Biological_Process_2023	Positive Regulation Of T Cell Chemotaxis (GO:0010820)	1/12	2.616093e-01	4.693703e-01	0	0	3.557868e+00	4.770756e+00	WNT5A
GO_Biological_Process_2023	Positive Regulation Of Fatty Acid Oxidation (GO:0046321)	1/12	2.616093e-01	4.693703e-01	0	0	3.557868e+00	4.770756e+00	TWIST1
GO_Biological_Process_2023	Positive Regulation Of Integrin-Mediated Signaling Pathway (GO:2001046)	1/12	2.616093e-01	4.693703e-01	0	0	3.557868e+00	4.770756e+00	LOXL3
GO_Biological_Process_2023	Positive Regulation Of Reactive Oxygen Species Biosynthetic Process (GO:1903428)	1/12	2.616093e-01	4.693703e-01	0	0	3.557868e+00	4.770756e+00	CD36
GO_Biological_Process_2023	Positive Regulation Of Ruffle Assembly (GO:1900029)	1/12	2.616093e-01	4.693703e-01	0	0	3.557868e+00	4.770756e+00	PFN1
GO_Biological_Process_2023	Positive Regulation Of Viral Entry Into Host Cell (GO:0046598)	1/12	2.616093e-01	4.693703e-01	0	0	3.557868e+00	4.770756e+00	P4HB
GO_Biological_Process_2023	Positive Regulation Of Voltage-Gated Calcium Channel Activity (GO:1901387)	1/12	2.616093e-01	4.693703e-01	0	0	3.557868e+00	4.770756e+00	STAC
GO_Biological_Process_2023	Regulation Of DNA-templated DNA Replication Initiation (GO:0030174)	1/12	2.616093e-01	4.693703e-01	0	0	3.557868e+00	4.770756e+00	TICRR
GO_Biological_Process_2023	Regulation Of T Cell Differentiation In Thymus (GO:0033081)	1/12	2.616093e-01	4.693703e-01	0	0	3.557868e+00	4.770756e+00	BMP4
GO_Biological_Process_2023	Regulation Of Cell Communication By Electrical Coupling (GO:0010649)	1/12	2.616093e-01	4.693703e-01	0	0	3.557868e+00	4.770756e+00	CAV1
GO_Biological_Process_2023	Regulation Of Protein Dephosphorylation (GO:0035304)	2/40	2.634656e-01	4.719359e-01	0	0	2.061103e+00	2.749167e+00	CDCA2;HSP90B1
GO_Biological_Process_2023	Negative Regulation Of Cell-Cell Adhesion (GO:0022408)	2/40	2.634656e-01	4.719359e-01	0	0	2.061103e+00	2.749167e+00	JAG1;VEGFA
GO_Biological_Process_2023	Neuron Differentiation (GO:0030182)	6/173	2.640796e-01	4.726534e-01	0	0	1.408995e+00	1.876084e+00	UGDH;TGFB2;TENM3;WNT5A;RUNX1;VEGFA
GO_Biological_Process_2023	Intracellular Calcium Ion Homeostasis (GO:0006874)	5/139	2.668835e-01	4.766309e-01	0	0	1.462853e+00	1.932345e+00	CAV2;CAV1;ANXA6;STC1;CALR
GO_Biological_Process_2023	Cellular Response To Organonitrogen Compound (GO:0071417)	4/105	2.669968e-01	4.766309e-01	0	0	1.552155e+00	2.049650e+00	PDE3A;AHR;ACTB;HSP90B1
GO_Biological_Process_2023	Positive Regulation Of Stress-Activated MAPK Cascade (GO:0032874)	4/105	2.669968e-01	4.766309e-01	0	0	1.552155e+00	2.049650e+00	BMP4;TGFB2;GDF6;VEGFA
GO_Biological_Process_2023	Second-Messenger-Mediated Signaling (GO:0019932)	3/72	2.675936e-01	4.766309e-01	0	0	1.703366e+00	2.245524e+00	AGTR1;CD36;MCTP2
GO_Biological_Process_2023	Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0007179)	3/72	2.675936e-01	4.766309e-01	0	0	1.703366e+00	2.245524e+00	TGFB2;APLP2;GDF5
GO_Biological_Process_2023	Positive Regulation Of Protein Localization To Nucleus (GO:1900182)	3/72	2.675936e-01	4.766309e-01	0	0	1.703366e+00	2.245524e+00	YAP1;TFRC;CDK1
GO_Biological_Process_2023	Regulation Of Neuron Projection Development (GO:0010975)	6/174	2.683066e-01	4.771332e-01	0	0	1.400536e+00	1.842580e+00	TENM3;CDH2;BDNF;WNT5A;P3H1;DDR2
GO_Biological_Process_2023	Positive Regulation Of Cellular Biosynthetic Process (GO:0031328)	6/174	2.683066e-01	4.771332e-01	0	0	1.400536e+00	1.842580e+00	PDGFRB;NIBAN1;PRR16;CD36;VIM;THBS1
GO_Biological_Process_2023	Positive Regulation Of Cell Growth (GO:0030307)	4/106	2.725283e-01	4.787765e-01	0	0	1.536859e+00	1.997936e+00	YAP1;TGFB2;BDNF;TEAD1
GO_Biological_Process_2023	Regulation Of Chemokine Production (GO:0032642)	2/41	2.727698e-01	4.787765e-01	0	0	2.008151e+00	2.608844e+00	TSLP;WNT5A
GO_Biological_Process_2023	O-glycan Processing (GO:0016266)	2/41	2.727698e-01	4.787765e-01	0	0	2.008151e+00	2.608844e+00	GALNT5;GALNT10
GO_Biological_Process_2023	Regulation Of Heart Rate By Cardiac Conduction (GO:0086091)	2/41	2.727698e-01	4.787765e-01	0	0	2.008151e+00	2.608844e+00	KCNE4;CAV1
GO_Biological_Process_2023	Regulation Of Microtubule-Based Process (GO:0032886)	2/41	2.727698e-01	4.787765e-01	0	0	2.008151e+00	2.608844e+00	PHLDB2;AURKA
GO_Biological_Process_2023	Carbohydrate Catabolic Process (GO:0016052)	2/41	2.727698e-01	4.787765e-01	0	0	2.008151e+00	2.608844e+00	PKM;PGK1
GO_Biological_Process_2023	Regulation Of Release Of Cytochrome C From Mitochondria (GO:0090199)	2/41	2.727698e-01	4.787765e-01	0	0	2.008151e+00	2.608844e+00	PLAUR;PMAIP1
GO_Biological_Process_2023	Stem Cell Differentiation (GO:0048863)	2/41	2.727698e-01	4.787765e-01	0	0	2.008151e+00	2.608844e+00	TGFB2;HMGA2
GO_Biological_Process_2023	Negative Regulation Of Proteolysis (GO:0045861)	2/41	2.727698e-01	4.787765e-01	0	0	2.008151e+00	2.608844e+00	TIMP2;TIMP1
GO_Biological_Process_2023	Positive Regulation Of DNA-binding Transcription Factor Activity (GO:0051091)	8/246	2.728520e-01	4.787765e-01	0	0	1.318729e+00	1.712799e+00	TFRC;TRIM5;CAV1;RIPK4;WNT5A;CD36;DDR2;VEGFA
GO_Biological_Process_2023	Cellular Response To Reactive Oxygen Species (GO:0034614)	3/73	2.743751e-01	4.787765e-01	0	0	1.678946e+00	2.171312e+00	PDGFRA;ANXA1;TPM1
GO_Biological_Process_2023	Ubiquitin-Dependent ERAD Pathway (GO:0030433)	3/73	2.743751e-01	4.787765e-01	0	0	1.678946e+00	2.171312e+00	CANX;CALR;HSP90B1
GO_Biological_Process_2023	Granulocyte Chemotaxis (GO:0071621)	3/73	2.743751e-01	4.787765e-01	0	0	1.678946e+00	2.171312e+00	TGFB2;ANXA1;PPIB
GO_Biological_Process_2023	Protein Tetramerization (GO:0051262)	3/73	2.743751e-01	4.787765e-01	0	0	1.678946e+00	2.171312e+00	APLP2;TK1;B2M
GO_Biological_Process_2023	Regulation Of Cellular Response To Stress (GO:0080135)	4/107	2.780792e-01	4.787765e-01	0	0	1.521859e+00	1.947751e+00	DEPDC1B;BRCA2;AJUBA;SLC38A2
GO_Biological_Process_2023	Negative Regulation Of Translation (GO:0017148)	4/107	2.780792e-01	4.787765e-01	0	0	1.521859e+00	1.947751e+00	IGF2BP1;IGF2BP3;CALR;IGF2BP2
GO_Biological_Process_2023	Regulation Of Fatty Acid Beta-Oxidation (GO:0031998)	1/13	2.800432e-01	4.787765e-01	0	0	3.261212e+00	4.150908e+00	TWIST1
GO_Biological_Process_2023	Regulation Of Gastrulation (GO:0010470)	1/13	2.800432e-01	4.787765e-01	0	0	3.261212e+00	4.150908e+00	PHLDB2
GO_Biological_Process_2023	Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage By P53 Class Mediator (GO:1902165)	1/13	2.800432e-01	4.787765e-01	0	0	3.261212e+00	4.150908e+00	CD44
GO_Biological_Process_2023	Regulation Of Lamellipodium Organization (GO:1902743)	1/13	2.800432e-01	4.787765e-01	0	0	3.261212e+00	4.150908e+00	CD44
GO_Biological_Process_2023	Amyloid Precursor Protein Catabolic Process (GO:0042987)	1/13	2.800432e-01	4.787765e-01	0	0	3.261212e+00	4.150908e+00	ADAM19
GO_Biological_Process_2023	Atrial Septum Development (GO:0003283)	1/13	2.800432e-01	4.787765e-01	0	0	3.261212e+00	4.150908e+00	TGFB2
GO_Biological_Process_2023	Atrioventricular Valve Development (GO:0003171)	1/13	2.800432e-01	4.787765e-01	0	0	3.261212e+00	4.150908e+00	TGFB2
GO_Biological_Process_2023	Branching Involved In Blood Vessel Morphogenesis (GO:0001569)	1/13	2.800432e-01	4.787765e-01	0	0	3.261212e+00	4.150908e+00	VEGFA
GO_Biological_Process_2023	Cardiocyte Differentiation (GO:0035051)	1/13	2.800432e-01	4.787765e-01	0	0	3.261212e+00	4.150908e+00	TGFB2
GO_Biological_Process_2023	Regulation Of Response To Stress (GO:0080134)	1/13	2.800432e-01	4.787765e-01	0	0	3.261212e+00	4.150908e+00	SLC38A2
GO_Biological_Process_2023	Cellular Modified Amino Acid Catabolic Process (GO:0042219)	1/13	2.800432e-01	4.787765e-01	0	0	3.261212e+00	4.150908e+00	PCYOX1
GO_Biological_Process_2023	Cotranslational Protein Targeting To Membrane (GO:0006613)	1/13	2.800432e-01	4.787765e-01	0	0	3.261212e+00	4.150908e+00	TRAM1
GO_Biological_Process_2023	Cranial Nerve Development (GO:0021545)	1/13	2.800432e-01	4.787765e-01	0	0	3.261212e+00	4.150908e+00	TFAP2A
GO_Biological_Process_2023	Endonucleolytic Cleavage Of Tricistronic rRNA Transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000479)	1/13	2.800432e-01	4.787765e-01	0	0	3.261212e+00	4.150908e+00	LTB4R2
GO_Biological_Process_2023	Substrate-Dependent Cell Migration (GO:0006929)	1/13	2.800432e-01	4.787765e-01	0	0	3.261212e+00	4.150908e+00	VEGFC
GO_Biological_Process_2023	Suppression Of Viral Release By Host (GO:0044790)	1/13	2.800432e-01	4.787765e-01	0	0	3.261212e+00	4.150908e+00	TRIM5
GO_Biological_Process_2023	Eye Photoreceptor Cell Development (GO:0042462)	1/13	2.800432e-01	4.787765e-01	0	0	3.261212e+00	4.150908e+00	VEGFA
GO_Biological_Process_2023	Heparan Sulfate Proteoglycan Metabolic Process (GO:0030201)	1/13	2.800432e-01	4.787765e-01	0	0	3.261212e+00	4.150908e+00	SULF1
GO_Biological_Process_2023	Inhibitory Synapse Assembly (GO:1904862)	1/13	2.800432e-01	4.787765e-01	0	0	3.261212e+00	4.150908e+00	WNT5A
GO_Biological_Process_2023	Interleukin-6-Mediated Signaling Pathway (GO:0070102)	1/13	2.800432e-01	4.787765e-01	0	0	3.261212e+00	4.150908e+00	YAP1
GO_Biological_Process_2023	Membrane Depolarization (GO:0051899)	1/13	2.800432e-01	4.787765e-01	0	0	3.261212e+00	4.150908e+00	CAV1
GO_Biological_Process_2023	Negative Regulation Of Bone Mineralization (GO:0030502)	1/13	2.800432e-01	4.787765e-01	0	0	3.261212e+00	4.150908e+00	ENPP1
GO_Biological_Process_2023	Negative Regulation Of Cell Migration Involved In Sprouting Angiogenesis (GO:0090051)	1/13	2.800432e-01	4.787765e-01	0	0	3.261212e+00	4.150908e+00	THBS1
GO_Biological_Process_2023	Negative Regulation Of Interleukin-12 Production (GO:0032695)	1/13	2.800432e-01	4.787765e-01	0	0	3.261212e+00	4.150908e+00	THBS1
GO_Biological_Process_2023	Negative Regulation Of Lyase Activity (GO:0051350)	1/13	2.800432e-01	4.787765e-01	0	0	3.261212e+00	4.150908e+00	LTB4R2
GO_Biological_Process_2023	Negative Regulation Of Myoblast Differentiation (GO:0045662)	1/13	2.800432e-01	4.787765e-01	0	0	3.261212e+00	4.150908e+00	BMP4
GO_Biological_Process_2023	Negative Regulation Of Receptor Internalization (GO:0002091)	1/13	2.800432e-01	4.787765e-01	0	0	3.261212e+00	4.150908e+00	ANXA2
GO_Biological_Process_2023	Positive Regulation Of Alpha-Beta T Cell Differentiation (GO:0046638)	1/13	2.800432e-01	4.787765e-01	0	0	3.261212e+00	4.150908e+00	RUNX1
GO_Biological_Process_2023	Positive Regulation Of Heterochromatin Formation (GO:0031453)	1/13	2.800432e-01	4.787765e-01	0	0	3.261212e+00	4.150908e+00	CDK2
GO_Biological_Process_2023	Positive Regulation Of Histone Deacetylation (GO:0031065)	1/13	2.800432e-01	4.787765e-01	0	0	3.261212e+00	4.150908e+00	VEGFA
GO_Biological_Process_2023	Positive Regulation Of Macrophage Chemotaxis (GO:0010759)	1/13	2.800432e-01	4.787765e-01	0	0	3.261212e+00	4.150908e+00	THBS1
GO_Biological_Process_2023	Potassium Ion Export Across Plasma Membrane (GO:0097623)	1/13	2.800432e-01	4.787765e-01	0	0	3.261212e+00	4.150908e+00	KCNE4
GO_Biological_Process_2023	Purine Ribonucleoside Bisphosphate Metabolic Process (GO:0034035)	1/13	2.800432e-01	4.787765e-01	0	0	3.261212e+00	4.150908e+00	ENPP1
GO_Biological_Process_2023	Regulation Of T Cell Chemotaxis (GO:0010819)	1/13	2.800432e-01	4.787765e-01	0	0	3.261212e+00	4.150908e+00	WNT5A
GO_Biological_Process_2023	Branching Morphogenesis Of An Epithelial Tube (GO:0048754)	2/42	2.820693e-01	4.811258e-01	0	0	1.957847e+00	2.477856e+00	BMP4;VEGFA
GO_Biological_Process_2023	Monoatomic Cation Transport (GO:0006812)	2/42	2.820693e-01	4.811258e-01	0	0	1.957847e+00	2.477856e+00	ATP10D;ANO6
GO_Biological_Process_2023	Positive Regulation Of Calcium Ion Transmembrane Transport (GO:1904427)	2/42	2.820693e-01	4.811258e-01	0	0	1.957847e+00	2.477856e+00	CEMIP;CAV1
GO_Biological_Process_2023	Negative Regulation Of Phosphorylation (GO:0042326)	3/75	2.879880e-01	4.908433e-01	0	0	1.632140e+00	2.031748e+00	NIBAN1;BMP4;CDKN1A
GO_Biological_Process_2023	Negative Regulation Of Developmental Process (GO:0051093)	4/109	2.892337e-01	4.925872e-01	0	0	1.492718e+00	1.851747e+00	BMP4;TFRC;ALPK2;TENT5C
GO_Biological_Process_2023	Response To Amyloid-Beta (GO:1904645)	2/43	2.913583e-01	4.935013e-01	0	0	1.909997e+00	2.355411e+00	VCAM1;CD36
GO_Biological_Process_2023	Positive Regulation Of T Cell Mediated Immunity (GO:0002711)	2/43	2.913583e-01	4.935013e-01	0	0	1.909997e+00	2.355411e+00	RAET1G;MICA
GO_Biological_Process_2023	Positive Regulation Of Cell Division (GO:0051781)	2/43	2.913583e-01	4.935013e-01	0	0	1.909997e+00	2.355411e+00	SVIL;CDC6
GO_Biological_Process_2023	Positive Regulation Of Cell-Matrix Adhesion (GO:0001954)	2/43	2.913583e-01	4.935013e-01	0	0	1.909997e+00	2.355411e+00	CD36;VEGFA
GO_Biological_Process_2023	Regulation Of Cell-Cell Adhesion (GO:0022407)	2/43	2.913583e-01	4.935013e-01	0	0	1.909997e+00	2.355411e+00	TENM3;JAG1
GO_Biological_Process_2023	Positive Regulation Of Interleukin-6 Production (GO:0032755)	3/76	2.948143e-01	4.935013e-01	0	0	1.609700e+00	1.966102e+00	TSLP;WNT5A;TWIST1
GO_Biological_Process_2023	Regulation Of Endothelial Cell Chemotaxis (GO:2001026)	1/14	2.980177e-01	4.935013e-01	0	0	3.010195e+00	3.644148e+00	THBS1
GO_Biological_Process_2023	Regulation Of Exit From Mitosis (GO:0007096)	1/14	2.980177e-01	4.935013e-01	0	0	3.010195e+00	3.644148e+00	UBE2C
GO_Biological_Process_2023	Regulation Of Extracellular Matrix Disassembly (GO:0010715)	1/14	2.980177e-01	4.935013e-01	0	0	3.010195e+00	3.644148e+00	DDR2
GO_Biological_Process_2023	Regulation Of Integrin Activation (GO:0033623)	1/14	2.980177e-01	4.935013e-01	0	0	3.010195e+00	3.644148e+00	FBLIM1
GO_Biological_Process_2023	Regulation Of Neuron Projection Arborization (GO:0150011)	1/14	2.980177e-01	4.935013e-01	0	0	3.010195e+00	3.644148e+00	WNT5A
GO_Biological_Process_2023	Cellular Response To ATP (GO:0071318)	1/14	2.980177e-01	4.935013e-01	0	0	3.010195e+00	3.644148e+00	HSP90B1
GO_Biological_Process_2023	Resolution Of Meiotic Recombination Intermediates (GO:0000712)	1/14	2.980177e-01	4.935013e-01	0	0	3.010195e+00	3.644148e+00	TOP2A
GO_Biological_Process_2023	Response To Muscle Stretch (GO:0035994)	1/14	2.980177e-01	4.935013e-01	0	0	3.010195e+00	3.644148e+00	CDH2
GO_Biological_Process_2023	Electron Transport Chain (GO:0022900)	1/14	2.980177e-01	4.935013e-01	0	0	3.010195e+00	3.644148e+00	PDIA5
GO_Biological_Process_2023	Establishment Of Protein Localization To Chromosome (GO:0070199)	1/14	2.980177e-01	4.935013e-01	0	0	3.010195e+00	3.644148e+00	BRCA2
GO_Biological_Process_2023	Striated Muscle Cell Development (GO:0055002)	1/14	2.980177e-01	4.935013e-01	0	0	3.010195e+00	3.644148e+00	MYL9
GO_Biological_Process_2023	Synaptonemal Complex Assembly (GO:0007130)	1/14	2.980177e-01	4.935013e-01	0	0	3.010195e+00	3.644148e+00	P3H4
GO_Biological_Process_2023	Synaptonemal Complex Organization (GO:0070193)	1/14	2.980177e-01	4.935013e-01	0	0	3.010195e+00	3.644148e+00	P3H4
GO_Biological_Process_2023	Genitalia Development (GO:0048806)	1/14	2.980177e-01	4.935013e-01	0	0	3.010195e+00	3.644148e+00	WNT5A
GO_Biological_Process_2023	Icosanoid Transport (GO:0071715)	1/14	2.980177e-01	4.935013e-01	0	0	3.010195e+00	3.644148e+00	ABCC3
GO_Biological_Process_2023	Membrane Raft Organization (GO:0031579)	1/14	2.980177e-01	4.935013e-01	0	0	3.010195e+00	3.644148e+00	ANXA2
GO_Biological_Process_2023	Myotube Cell Development (GO:0014904)	1/14	2.980177e-01	4.935013e-01	0	0	3.010195e+00	3.644148e+00	CAV2
GO_Biological_Process_2023	Negative Regulation Of Cilium Assembly (GO:1902018)	1/14	2.980177e-01	4.935013e-01	0	0	3.010195e+00	3.644148e+00	YAP1
GO_Biological_Process_2023	Negative Regulation Of Fatty Acid Biosynthetic Process (GO:0045717)	1/14	2.980177e-01	4.935013e-01	0	0	3.010195e+00	3.644148e+00	TRIB3
GO_Biological_Process_2023	Negative Regulation Of Leukocyte Mediated Cytotoxicity (GO:0001911)	1/14	2.980177e-01	4.935013e-01	0	0	3.010195e+00	3.644148e+00	MICA
GO_Biological_Process_2023	Negative Regulation Of Nucleocytoplasmic Transport (GO:0046823)	1/14	2.980177e-01	4.935013e-01	0	0	3.010195e+00	3.644148e+00	RAB23
GO_Biological_Process_2023	Negative Regulation Of Receptor Signaling Pathway Via STAT (GO:1904893)	1/14	2.980177e-01	4.935013e-01	0	0	3.010195e+00	3.644148e+00	CAV1
GO_Biological_Process_2023	Negative Regulation Of Single Stranded Viral RNA Replication Via Double Stranded DNA Intermediate (GO:0045869)	1/14	2.980177e-01	4.935013e-01	0	0	3.010195e+00	3.644148e+00	HMGA2
GO_Biological_Process_2023	Photoreceptor Cell Development (GO:0042461)	1/14	2.980177e-01	4.935013e-01	0	0	3.010195e+00	3.644148e+00	VEGFA
GO_Biological_Process_2023	Polarized Epithelial Cell Differentiation (GO:0030859)	1/14	2.980177e-01	4.935013e-01	0	0	3.010195e+00	3.644148e+00	YAP1
GO_Biological_Process_2023	Positive Regulation Of Endothelial Cell Chemotaxis (GO:2001028)	1/14	2.980177e-01	4.935013e-01	0	0	3.010195e+00	3.644148e+00	VEGFA
GO_Biological_Process_2023	Positive Regulation Of Heterotypic Cell-Cell Adhesion (GO:0034116)	1/14	2.980177e-01	4.935013e-01	0	0	3.010195e+00	3.644148e+00	CD44
GO_Biological_Process_2023	Positive Regulation Of Transcription From RNA Polymerase II Promoter Involved In Cellular Response To Chemical Stimulus (GO:1901522)	1/14	2.980177e-01	4.935013e-01	0	0	3.010195e+00	3.644148e+00	VEGFA
GO_Biological_Process_2023	Post-Translational Protein Targeting To Endoplasmic Reticulum Membrane (GO:0006620)	1/14	2.980177e-01	4.935013e-01	0	0	3.010195e+00	3.644148e+00	HYOU1
GO_Biological_Process_2023	Protein Homotrimerization (GO:0070207)	1/14	2.980177e-01	4.935013e-01	0	0	3.010195e+00	3.644148e+00	PXDN
GO_Biological_Process_2023	Protein Trimerization (GO:0070206)	1/14	2.980177e-01	4.935013e-01	0	0	3.010195e+00	3.644148e+00	PXDN
GO_Biological_Process_2023	Cytoskeleton Organization (GO:0007010)	4/111	3.004487e-01	4.945010e-01	0	0	1.464665e+00	1.761228e+00	CNN2;PALLD;TPM1;AJUBA
GO_Biological_Process_2023	Double-Strand Break Repair Via Homologous Recombination (GO:0000724)	4/111	3.004487e-01	4.945010e-01	0	0	1.464665e+00	1.761228e+00	RAD51AP1;XRCC2;NABP1;BRCA2
GO_Biological_Process_2023	Cellular Response To Ketone (GO:1901655)	2/44	3.006316e-01	4.945010e-01	0	0	1.864425e+00	2.240796e+00	POSTN;AHR
GO_Biological_Process_2023	Regulation Of Viral Entry Into Host Cell (GO:0046596)	2/44	3.006316e-01	4.945010e-01	0	0	1.864425e+00	2.240796e+00	TRIM5;P4HB
GO_Biological_Process_2023	Response To Unfolded Protein (GO:0006986)	2/44	3.006316e-01	4.945010e-01	0	0	1.864425e+00	2.240796e+00	TRAM1;SERPINH1
GO_Biological_Process_2023	Extracellular Matrix Disassembly (GO:0022617)	2/44	3.006316e-01	4.945010e-01	0	0	1.864425e+00	2.240796e+00	ADAMTS15;ADAMTS5
GO_Biological_Process_2023	Mitotic Spindle Assembly (GO:0090307)	2/44	3.006316e-01	4.945010e-01	0	0	1.864425e+00	2.240796e+00	KIF4A;BIRC5
GO_Biological_Process_2023	Neural Crest Cell Development (GO:0014032)	2/44	3.006316e-01	4.945010e-01	0	0	1.864425e+00	2.240796e+00	SEMA3C;CDH2
GO_Biological_Process_2023	Regulation Of DNA Recombination (GO:0000018)	2/44	3.006316e-01	4.945010e-01	0	0	1.864425e+00	2.240796e+00	RAD51AP1;CHEK1
GO_Biological_Process_2023	Regulation Of Immune Response (GO:0050776)	3/77	3.016506e-01	4.954410e-01	0	0	1.587865e+00	1.903034e+00	TGFB2;APLP2;AHR
GO_Biological_Process_2023	Positive Regulation Of Response To Stimulus (GO:0048584)	3/77	3.016506e-01	4.954410e-01	0	0	1.587865e+00	1.903034e+00	DEPDC1B;TGFB2;WNT5A
GO_Biological_Process_2023	Protein Glycosylation (GO:0006486)	5/147	3.054598e-01	5.013254e-01	0	0	1.379868e+00	1.636437e+00	GALNT5;OSTC;PLOD2;PLOD1;GALNT10
GO_Biological_Process_2023	Negative Regulation Of Protein Modification Process (GO:0031400)	3/78	3.084945e-01	5.036881e-01	0	0	1.566613e+00	1.842417e+00	NIBAN1;CDKN1A;P3H1
GO_Biological_Process_2023	Positive Regulation Of Tumor Necrosis Factor Production (GO:0032760)	3/78	3.084945e-01	5.036881e-01	0	0	1.566613e+00	1.842417e+00	WNT5A;TWIST1;THBS1
GO_Biological_Process_2023	Regulation Of Stem Cell Differentiation (GO:2000736)	2/45	3.098843e-01	5.036881e-01	0	0	1.820972e+00	2.133372e+00	PDGFRA;JAG1
GO_Biological_Process_2023	Establishment Of Protein Localization To Extracellular Region (GO:0035592)	2/45	3.098843e-01	5.036881e-01	0	0	1.820972e+00	2.133372e+00	STEAP3;CANX
GO_Biological_Process_2023	Triglyceride Metabolic Process (GO:0006641)	2/45	3.098843e-01	5.036881e-01	0	0	1.820972e+00	2.133372e+00	CAV1;GPAT3
GO_Biological_Process_2023	Organic Hydroxy Compound Transport (GO:0015850)	2/45	3.098843e-01	5.036881e-01	0	0	1.820972e+00	2.133372e+00	ABCC3;ATP8B1
GO_Biological_Process_2023	Positive Regulation Of Innate Immune Response (GO:0045089)	2/45	3.098843e-01	5.036881e-01	0	0	1.820972e+00	2.133372e+00	WNT5A;IGF2BP1
GO_Biological_Process_2023	Defense Response To Symbiont (GO:0140546)	5/148	3.103439e-01	5.036881e-01	0	0	1.370148e+00	1.603175e+00	TRIM5;STAT1;IGF2BP1;PMAIP1;MICA
GO_Biological_Process_2023	Positive Regulation Of Protein Modification By Small Protein Conjugation Or Removal (GO:1903322)	3/79	3.153436e-01	5.036881e-01	0	0	1.545920e+00	1.784135e+00	FANCI;ANGPT1;CAV1
GO_Biological_Process_2023	3'-Phosphoadenosine 5'-Phosphosulfate Metabolic Process (GO:0050427)	1/15	3.155444e-01	5.036881e-01	0	0	2.795037e+00	3.223952e+00	ENPP1
GO_Biological_Process_2023	B Cell Mediated Immunity (GO:0019724)	1/15	3.155444e-01	5.036881e-01	0	0	2.795037e+00	3.223952e+00	CD70
GO_Biological_Process_2023	DNA Alkylation (GO:0006305)	1/15	3.155444e-01	5.036881e-01	0	0	2.795037e+00	3.223952e+00	SPOCD1
GO_Biological_Process_2023	T Cell Homeostasis (GO:0043029)	1/15	3.155444e-01	5.036881e-01	0	0	2.795037e+00	3.223952e+00	PMAIP1
